Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19990403.5.58,Summary,1999-04-03,17:25:00,3,Arkansas,-,-,1,0,0,-,6.5,Jefferson,Lonoke,-,-,-,-,-,-,-,-,-,-,-,,34.43,-91.9,34.48,-91.82,1,,273,Unmodified
19990405.5.60,Summary,1999-04-05,17:05:00,3,Arkansas,-,-,2,0,1,-,7,Sharp,Lawrence,-,-,-,-,-,-,-,-,-,-,$0.01,,35.9,-91.43,35.97,-91.33,1,,276,Unmodified
19990405.5.105,Summary,1999-04-05,18:08:00,3,Arkansas,-,-,2,0,0,200,2,Randolph,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.27,-90.97,36.27,-90.97,1,,897,Unmodified
19990414.5.61,Summary,1999-04-14,18:03:00,3,Arkansas,-,-,1,0,0,100,7,Dallas,-,-,-,-,-,-,-,-,-,-,-,-,,33.87,-92.8,33.93,-92.72,1,,277,Unmodified
19990426.5.56,Summary,1999-04-26,11:12:00,3,Arkansas,-,-,1,0,0,500,12,Miller,-,-,-,-,-,-,-,-,-,-,-,$0.12,,33.33,-94.12,33.45,-93.85,1,,236,Unmodified
19990426.5.62,Summary,1999-04-26,13:01:00,3,Arkansas,-,-,2,0,2,150,6.5,Pope,-,-,-,-,-,-,-,-,-,-,-,-,,35.28,-93.13,35.33,-93.07,1,,278,Unmodified
19990504.40.95,Summary,1999-05-04,11:54:00,3,Oklahoma,Arkansas,-,3,0,0,-,38.2,Sequoyah,Adair,Crawford,Washington,-,-,-,-,-,-,-,-,$0.1,,35.57,-94.55,36,-94.25,2,,1095,Unmodified
19990504.40.95,State,1999-05-04,11:54:00,3,Oklahoma,,,3,0,0,-,13.2,Sequoyah,Adair,-,-,-,-,-,-,-,-,-,-,$0.01,,35.57,-94.55,35.72,-94.5,2,,1095,Unmodified
19990504.40.95,State,1999-05-04,12:16:00,3,Arkansas,,,3,0,0,-,25,Crawford,Washington,-,-,-,-,-,-,-,-,-,-,$0.08,,35.72,-94.48,36,-94.25,2,,1095,Unmodified
19990504.48.31,Summary,1999-05-04,13:04:00,3,Texas,Arkansas,-,3,1,22,50,71.5,Franklin,Titus,Red River,Bowie,Little River,Sevier,-,-,-,-,-,-,$125.34,,33.18,-95.17,33.83,-94.18,2,,285,Unmodified
19990504.48.31,State,1999-05-04,13:04:00,3,Texas,,,3,1,22,-,48.3,Franklin,Titus,Red River,Bowie,-,-,-,-,-,-,-,-,$125.34,,33.18,-95.17,33.62,-94.48,2,,285,Unmodified
19990504.48.31,State,1999-05-04,14:25:00,3,Arkansas,,,3,0,0,50,23.2,Little River,Sevier,-,-,-,-,-,-,-,-,-,-,-,,33.6,-94.47,33.83,-94.18,2,,285,Unmodified
19990504.5.66,Summary,1999-05-04,16:04:00,3,Arkansas,-,-,1,0,0,50,4.8,Hempstead,Nevada,-,-,-,-,-,-,-,-,-,-,$0.01,,33.5,-93.52,33.55,-93.47,1,,302,Unmodified
19990504.5.68,Summary,1999-05-04,16:15:00,3,Arkansas,-,-,0,0,0,-,0.1,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.42,-93.17,35.42,-93.17,1,,376,Unmodified
19990504.5.67,Summary,1999-05-04,17:13:00,3,Arkansas,-,-,0,0,0,-,0.1,Clark,-,-,-,-,-,-,-,-,-,-,-,-,,34.1,-93.05,34.1,-93.05,1,,375,Unmodified
19990504.5.63,Summary,1999-05-04,17:15:00,3,Arkansas,-,-,2,0,0,100,6.5,Columbia,-,-,-,-,-,-,-,-,-,-,-,$0.15,,33.1,-93.4,33.17,-93.32,1,,282,Unmodified
19990504.5.64,Summary,1999-05-04,17:43:00,3,Arkansas,-,-,3,0,0,100,9,Columbia,-,-,-,-,-,-,-,-,-,-,-,$0.6,,33.25,-93.22,33.27,-93.07,1,,284,Unmodified
19990517.5.70,Summary,1999-05-17,09:59:00,3,Arkansas,-,-,0,0,0,50,0.5,Washington,-,-,-,-,-,-,-,-,-,-,-,$0.001,,36,-94.28,36,-94.28,1,,442,Unmodified
19990530.5.69,Summary,1999-05-30,12:54:00,3,Arkansas,-,-,0,0,0,-,0.1,Arkansas,-,-,-,-,-,-,-,-,-,-,-,-,,34.4,-91.4,34.4,-91.4,1,,377,Unmodified
19990603.5.71,Summary,1999-06-03,17:55:00,3,Arkansas,-,-,0,0,0,-,1,Clay,-,-,-,-,-,-,-,-,-,-,-,$0.01,,36.27,-90.3,36.27,-90.3,1,,463,Unmodified
19990623.5.72,Summary,1999-06-23,17:15:00,3,Arkansas,-,-,1,0,0,-,3.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,35.53,-91.12,35.58,-91.1,1,,500,Unmodified
19990724.5.73,Summary,1999-07-24,17:32:00,3,Arkansas,-,-,1,0,26,100,0.4,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,36.48,-92.9,36.47,-92.9,1,,565,Unmodified
19991203.5.78,Summary,1999-12-03,01:22:00,3,Arkansas,-,-,1,0,0,-,0.2,Sebastian,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.38,-94.42,35.38,-94.42,1,,686,Unmodified
19991204.5.74,Summary,1999-12-04,14:50:00,3,Arkansas,-,-,0,0,0,40,0.5,Polk,-,-,-,-,-,-,-,-,-,-,-,-,,34.58,-94.23,34.58,-94.23,1,,681,Unmodified
19991204.5.75,Summary,1999-12-04,16:49:00,3,Arkansas,-,-,1,0,0,-,4.3,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.2,-92.97,34.25,-92.95,1,,682,Unmodified
19991204.5.76,Summary,1999-12-04,17:10:00,3,Arkansas,-,-,1,0,0,50,2.8,Johnson,-,-,-,-,-,-,-,-,-,-,-,-,,35.52,-93.53,35.55,-93.52,1,,683,Unmodified
19991204.5.77,Summary,1999-12-04,17:30:00,3,Arkansas,-,-,1,0,0,-,8.7,Yell,-,-,-,-,-,-,-,-,-,-,-,-,,35.03,-93.23,35.13,-93.13,1,,684,Unmodified
20000103.5.1,Summary,2000-01-03,06:22:00,3,Arkansas,-,-,1,0,0,40,4.8,Baxter,Izard,-,-,-,-,-,-,-,-,-,-,-,,36.22,-92.18,36.27,-92.1,1,,14,Unmodified
20000103.5.2,Summary,2000-01-03,06:46:00,3,Arkansas,-,-,1,0,0,40,1.8,Izard,-,-,-,-,-,-,-,-,-,-,-,-,,36.22,-91.83,36.23,-91.8,1,,15,Unmodified
20000103.5.3,Summary,2000-01-03,06:50:00,3,Arkansas,-,-,1,0,0,40,2,Fulton,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-91.7,36.28,-91.67,1,,16,Unmodified
20000103.5.4,Summary,2000-01-03,06:55:00,3,Arkansas,-,-,1,0,0,40,3.1,Fulton,-,-,-,-,-,-,-,-,-,-,-,-,,36.47,-91.65,36.48,-91.6,1,,17,Unmodified
20000213.5.37,Summary,2000-02-13,16:52:00,3,Arkansas,-,-,0,0,0,40,2.2,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,34.97,-92.45,34.97,-92.42,1,,40,Unmodified
20000213.5.5,Summary,2000-02-13,17:38:00,3,Arkansas,-,-,2,0,2,100,32.7,Lonoke,Prairie,-,-,-,-,-,-,-,-,-,-,-,,34.88,-91.98,34.82,-91.43,1,,41,Unmodified
20000218.5.6,Summary,2000-02-18,12:03:00,3,Arkansas,-,-,1,0,9,70,7.8,Saline,-,-,-,-,-,-,-,-,-,-,-,-,,34.58,-92.65,34.58,-92.5,1,,43,Unmodified
20000218.5.7,Summary,2000-02-18,12:40:00,3,Arkansas,-,-,0,0,0,40,0.3,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.6,-92.22,34.6,-92.22,1,,44,Unmodified
20000218.5.8,Summary,2000-02-18,12:50:00,3,Arkansas,-,-,0,0,0,50,0.5,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.63,-92.13,34.63,-92.13,1,,45,Unmodified
20000218.5.9,Summary,2000-02-18,15:00:00,3,Arkansas,-,-,0,0,0,20,1,St. Francis,-,-,-,-,-,-,-,-,-,-,-,$0.03,,35.08,-90.77,35.08,-90.77,1,,53,Unmodified
20000226.5.10,Summary,2000-02-26,00:00:00,3,Arkansas,-,-,1,0,0,30,0.3,Ouachita,-,-,-,-,-,-,-,-,-,-,-,-,,33.48,-92.78,33.48,-92.78,1,,46,Unmodified
20000226.5.11,Summary,2000-02-26,03:16:00,3,Arkansas,-,-,1,0,0,20,0.2,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.33,-92.42,35.33,-92.42,1,,47,Unmodified
20000326.5.12,Summary,2000-03-26,18:25:00,3,Arkansas,-,-,0,0,0,100,2.5,Sebastian,Franklin,-,-,-,-,-,-,-,-,-,-,$0.001,,35.3,-94.13,35.3,-94.05,1,,686,Unmodified
20000423.5.13,Summary,2000-04-23,15:54:00,3,Arkansas,-,-,1,0,0,20,13,Little River,Sevier,-,-,-,-,-,-,-,-,-,-,$0.002,,33.93,-94.47,34.02,-94.28,1,,728,Unmodified
20000423.5.14,Summary,2000-04-23,15:57:00,3,Arkansas,-,-,1,0,0,50,9.7,Sevier,-,-,-,-,-,-,-,-,-,-,-,-,,33.97,-94.42,33.98,-94.28,1,,121,Unmodified
20000423.5.15,Summary,2000-04-23,16:01:00,3,Arkansas,-,-,0,0,0,200,3.8,Howard,-,-,-,-,-,-,-,-,-,-,-,-,,33.83,-93.95,33.82,-93.9,1,,141,Unmodified
20000423.5.16,Summary,2000-04-23,16:25:00,3,Arkansas,-,-,0,0,0,200,2.4,Hempstead,-,-,-,-,-,-,-,-,-,-,-,$0.02,,33.77,-93.57,33.78,-93.53,1,,136,Unmodified
20000423.5.17,Summary,2000-04-23,17:28:00,3,Arkansas,-,-,1,0,0,300,8,Lafayette,-,-,-,-,-,-,-,-,-,-,-,$1.2,,33.12,-93.8,33.1,-93.7,1,,138,Unmodified
20000504.5.18,Summary,2000-05-04,15:25:00,3,Arkansas,-,-,0,0,0,10,0.1,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.97,-92.08,34.97,-92.08,1,,263,Unmodified
20000504.5.19,Summary,2000-05-04,16:20:00,3,Arkansas,-,-,1,0,0,30,0.3,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.75,-92.52,34.75,-92.52,1,,264,Unmodified
20000504.5.20,Summary,2000-05-04,16:50:00,3,Arkansas,-,-,0,0,0,20,0.1,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.85,-92.55,34.85,-92.55,1,,265,Unmodified
20000504.5.21,Summary,2000-05-04,17:05:00,3,Arkansas,-,-,1,0,0,40,0.5,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.55,-91.5,35.57,-91.5,1,,266,Unmodified
20000504.5.22,Summary,2000-05-04,17:45:00,3,Arkansas,-,-,0,0,0,10,0.2,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.83,-91.38,35.83,-91.38,1,,267,Unmodified
20000504.5.23,Summary,2000-05-04,18:15:00,3,Arkansas,-,-,1,0,0,30,0.6,Sharp,-,-,-,-,-,-,-,-,-,-,-,-,,35.98,-91.63,36.02,-91.63,1,,268,Unmodified
20000509.5.24,Summary,2000-05-09,14:15:00,3,Arkansas,-,-,0,0,0,20,2,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-91.45,35.72,-91.43,1,,269,Unmodified
20000509.5.25,Summary,2000-05-09,14:35:00,3,Arkansas,-,-,0,0,0,10,1,Lawrence,-,-,-,-,-,-,-,-,-,-,-,$0.001,,36.07,-90.95,36.07,-90.95,1,,825,Unmodified
20000509.5.26,Summary,2000-05-09,15:05:00,3,Arkansas,-,-,0,0,0,10,1,Greene,-,-,-,-,-,-,-,-,-,-,-,$0.001,,36.18,-90.7,36.18,-90.7,1,,826,Unmodified
20000509.5.27,Summary,2000-05-09,15:40:00,3,Arkansas,-,-,0,0,0,10,4,Craighead,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.83,-90.37,35.9,-90.35,1,,827,Unmodified
20000512.5.28,Summary,2000-05-12,23:20:00,3,Arkansas,-,-,1,0,0,100,8.8,Woodruff,-,-,-,-,-,-,-,-,-,-,-,-,,35.18,-91.37,35.18,-91.23,1,,271,Unmodified
20000518.5.29,Summary,2000-05-18,15:42:00,3,Arkansas,-,-,1,0,0,30,2,Boone,-,-,-,-,-,-,-,-,-,-,-,-,,36.47,-92.9,36.47,-92.9,1,,270,Unmodified
20000524.5.30,Summary,2000-05-24,21:16:00,3,Arkansas,-,-,1,0,0,30,1,Baxter,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-92.47,36.25,-92.47,1,,272,Unmodified
20000524.5.31,Summary,2000-05-24,21:20:00,3,Arkansas,-,-,1,0,0,20,0.4,Marion,-,-,-,-,-,-,-,-,-,-,-,-,,36.22,-92.53,36.22,-92.53,1,,274,Unmodified
20000524.5.32,Summary,2000-05-24,21:35:00,3,Arkansas,-,-,0,0,0,10,0.2,Baxter,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-92.38,36.27,-92.38,1,,273,Unmodified
20000524.5.33,Summary,2000-05-24,21:50:00,3,Arkansas,-,-,1,0,0,20,1.9,Stone,Izard,-,-,-,-,-,-,-,-,-,-,-,,36.05,-92.07,36.02,-92.05,1,,275,Unmodified
20000527.5.34,Summary,2000-05-27,02:26:00,3,Arkansas,-,-,1,0,0,30,3.1,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-91.62,35.7,-91.57,1,,277,Unmodified
20000527.5.35,Summary,2000-05-27,11:47:00,3,Arkansas,-,-,1,0,1,20,3.5,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$0.02,,35.88,-90.28,35.93,-90.27,1,,226,Unmodified
20000729.5.36,Summary,2000-07-29,14:10:00,3,Arkansas,-,-,0,0,0,50,1,Sharp,-,-,-,-,-,-,-,-,-,-,-,-,,35.93,-91.5,35.93,-91.48,1,,355,Unmodified
20010224.5.7,Summary,2001-02-24,15:31:00,3,Arkansas,-,-,2,0,8,200,14.3,Saline,Pulaski,-,-,-,-,-,-,-,-,-,-,-,,34.58,-92.38,34.73,-92.18,1,,6,Unmodified
20010224.5.9,Summary,2001-02-24,15:50:00,3,Arkansas,-,-,1,0,0,85,2.2,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.77,-92.17,34.8,-92.13,1,,8,Unmodified
20010224.5.10,Summary,2001-02-24,16:06:00,3,Arkansas,-,-,2,0,0,300,8,Lonoke,White,-,-,-,-,-,-,-,-,-,-,-,,34.95,-92,35.03,-91.92,1,,10,Unmodified
20010224.5.12,Summary,2001-02-24,16:14:00,3,Arkansas,-,-,1,0,0,100,7,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.03,-91.9,35.12,-91.78,1,,13,Unmodified
20010224.5.13,Summary,2001-02-24,16:21:00,3,Arkansas,-,-,1,0,3,60,9,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.77,-91.95,34.85,-91.83,1,,9,Unmodified
20010224.5.14,Summary,2001-02-24,16:27:00,3,Arkansas,-,-,1,0,0,40,3.5,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.2,-91.72,35.23,-91.67,1,,12,Unmodified
20010224.5.16,Summary,2001-02-24,16:46:00,3,Arkansas,-,-,2,1,3,300,8,Fulton,-,-,-,-,-,-,-,-,-,-,-,-,,36.27,-91.97,36.33,-91.87,1,,14,Unmodified
20010224.5.19,Summary,2001-02-24,17:34:00,3,Arkansas,-,-,2,0,0,200,11,Jackson,Poinsett,-,-,-,-,-,-,-,-,-,-,$0.07,,35.57,-91.08,35.7,-91,1,,15,Unmodified
20010224.5.21,Summary,2001-02-24,17:43:00,3,Arkansas,-,-,1,0,1,100,5.5,Drew,-,-,-,-,-,-,-,-,-,-,-,-,,33.63,-91.63,33.72,-91.62,1,,16,Unmodified
20010224.5.24,Summary,2001-02-24,18:01:00,3,Arkansas,-,-,3,0,0,300,42,Desha,-,-,-,-,-,-,-,-,-,-,-,-,,33.68,-91.43,34.12,-90.95,1,,17,Unmodified
20010224.5.25,Summary,2001-02-24,18:10:00,3,Arkansas,-,-,0,0,0,200,0.5,Ashley,-,-,-,-,-,-,-,-,-,-,-,$0.001,,33.32,-91.5,33.32,-91.48,1,,595,Unmodified
20010224.5.26,Summary,2001-02-24,18:13:00,3,Arkansas,-,-,1,0,0,100,2.7,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.52,-91.8,34.53,-91.75,1,,19,Unmodified
20010224.5.29,Summary,2001-02-24,18:25:00,3,Arkansas,-,-,2,0,0,200,12.7,Prairie,-,-,-,-,-,-,-,-,-,-,-,-,,34.68,-91.62,34.77,-91.43,1,,20,Unmodified
20010224.5.30,Summary,2001-02-24,18:30:00,3,Arkansas,-,-,0,0,0,200,0.5,Chicot,-,-,-,-,-,-,-,-,-,-,-,$0.001,,33.33,-91.32,33.33,-91.32,1,,596,Unmodified
20010224.5.31,Summary,2001-02-24,18:42:00,3,Arkansas,-,-,2,0,2,200,9,Desha,Phillips,-,-,-,-,-,-,-,-,-,-,$0.05,,34.08,-91.02,34.18,-90.97,1,,18,Unmodified
20010520.5.6,Summary,2001-05-20,11:10:00,3,Arkansas,-,-,1,0,0,150,5.8,Cleburne,-,-,-,-,-,-,-,-,-,-,-,-,,35.4,-92.2,35.43,-92.1,1,,180,Unmodified
20010520.5.33,Summary,2001-05-20,18:55:00,3,Arkansas,-,-,0,0,0,20,0.1,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.13,-91.85,35.13,-91.85,1,,181,Unmodified
20010520.5.34,Summary,2001-05-20,19:13:00,3,Arkansas,-,-,0,0,0,25,0.3,Madison,-,-,-,-,-,-,-,-,-,-,-,-,,36.3,-93.83,36.3,-93.83,1,,759,Unmodified
20010520.5.36,Summary,2001-05-20,19:25:00,3,Arkansas,-,-,0,0,0,25,0.3,Carroll,-,-,-,-,-,-,-,-,-,-,-,-,,36.32,-93.73,36.32,-93.73,1,,760,Unmodified
20010520.5.39,Summary,2001-05-20,19:29:00,3,Arkansas,-,-,0,0,0,100,1,Sebastian,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.27,-94.1,35.28,-94.08,1,,762,Unmodified
20010520.5.46,Summary,2001-05-20,19:51:00,3,Arkansas,-,-,0,0,0,25,0.3,Franklin,-,-,-,-,-,-,-,-,-,-,-,-,,35.25,-93.95,35.25,-93.95,1,,761,Unmodified
20010520.5.52,Summary,2001-05-20,22:42:00,3,Arkansas,-,-,1,0,0,100,4,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.1,-92.2,35.12,-92.13,1,,182,Unmodified
20010528.5.5,Summary,2001-05-28,08:58:00,3,Arkansas,-,-,0,0,0,100,14,Chicot,-,-,-,-,-,-,-,-,-,-,-,$0.001,,33.3,-91.45,33.47,-91.22,1,,135,Unmodified
20010530.5.4,Summary,2001-05-30,06:12:00,3,Arkansas,-,-,1,0,0,50,1.5,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.18,-92.25,35.2,-92.22,1,,179,Unmodified
20011123.5.37,Summary,2001-11-23,19:25:00,3,Arkansas,-,-,1,0,0,150,8,Franklin,Logan,Franklin,-,-,-,-,-,-,-,-,-,$0.21,,35.32,-93.9,35.4,-93.8,1,,844,Unmodified
20011123.5.42,Summary,2001-11-23,19:36:00,3,Arkansas,-,-,2,1,4,500,31.5,Franklin,Johnson,Newton,-,-,-,-,-,-,-,-,-,$50-$500,,35.45,-93.78,35.75,-93.4,1,,558,Unmodified
20011123.5.43,Summary,2001-11-23,19:40:00,3,Arkansas,-,-,1,0,0,150,8.8,Franklin,Johnson,-,-,-,-,-,-,-,-,-,-,$0.01,,35.47,-93.73,35.53,-93.62,1,,562,Unmodified
20011123.5.49,Summary,2001-11-23,20:24:00,3,Arkansas,-,-,2,0,0,200,18.5,Newton,-,-,-,-,-,-,-,-,-,-,-,-,,35.8,-93.35,35.83,-93.27,1,,561,Unmodified
20011123.5.50,Summary,2001-11-23,21:03:00,3,Arkansas,-,-,1,0,0,100,8,Boone,Marion,-,-,-,-,-,-,-,-,-,-,-,,36.13,-92.93,36.25,-92.85,1,,563,Unmodified
20011124.22.2,Summary,2001-11-24,00:40:00,3,Louisiana,Arkansas,-,3,3,11,880,30,Morehouse,Ashley,-,-,-,-,-,-,-,-,-,-,$2.25,,32.8,-91.88,33.13,-91.52,2,,977,Unmodified
20011124.22.2,State,2001-11-24,00:40:00,3,Louisiana,,,1,0,0,200,17,Morehouse,-,-,-,-,-,-,-,-,-,-,-,$0.25,,32.8,-91.88,33,-91.67,2,,977,Unmodified
20011124.22.2,State,2001-11-24,00:58:00,3,Arkansas,,,3,3,11,880,13,Ashley,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,32.98,-91.65,33.13,-91.52,2,,977,Unmodified
20011124.5.2,Summary,2001-11-24,01:25:00,3,Arkansas,-,-,2,0,3,880,5.5,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.18,-91.88,35.22,-91.78,1,,565,Unmodified
20011124.5.3,Summary,2001-11-24,01:31:00,3,Arkansas,-,-,1,0,0,100,1,Chicot,-,-,-,-,-,-,-,-,-,-,-,$0.5,,33.27,-91.32,33.28,-91.32,1,,1018,Unmodified
20011126.5.15,Summary,2001-11-26,16:29:00,3,Arkansas,-,-,1,0,0,75,1.4,Clark,-,-,-,-,-,-,-,-,-,-,-,-,,34.02,-92.9,34.03,-92.9,1,,557,Unmodified
20011126.5.17,Summary,2001-11-26,17:00:00,3,Arkansas,-,-,1,0,0,30,3.9,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.27,-92.58,33.33,-92.58,1,,513,Unmodified
20011126.5.22,Summary,2001-11-26,17:47:00,3,Arkansas,-,-,2,0,0,200,19.8,Bradley,Cleveland,-,-,-,-,-,-,-,-,-,-,-,,33.58,-92.22,33.78,-91.98,1,,566,Unmodified
20011126.5.28,Summary,2001-11-26,18:17:00,3,Arkansas,-,-,2,0,0,150,10.5,Lincoln,-,-,-,-,-,-,-,-,-,-,-,-,,33.85,-91.95,33.95,-91.85,1,,568,Unmodified
20011207.5.18,Summary,2001-12-07,17:25:00,3,Arkansas,-,-,0,0,0,25,0.3,Saline,-,-,-,-,-,-,-,-,-,-,-,-,,34.63,-92.82,34.63,-92.82,1,,581,Unmodified
20011207.5.27,Summary,2001-12-07,18:16:00,3,Arkansas,-,-,0,0,0,25,5,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.75,-92.52,34.77,-92.5,1,,582,Unmodified
20011207.5.35,Summary,2001-12-07,19:20:00,3,Arkansas,-,-,0,0,0,25,7,Pulaski,Lonoke,-,-,-,-,-,-,-,-,-,-,-,,34.98,-92.1,35.05,-92.02,1,,583,Unmodified
20011207.5.47,Summary,2001-12-07,19:53:00,3,Arkansas,-,-,0,0,0,25,6,White,-,-,-,-,-,-,-,-,-,-,-,-,,35.12,-91.9,35.17,-91.8,1,,585,Unmodified
20020329.5.1,Summary,2002-03-29,17:08:00,3,Arkansas,-,-,0,0,0,10,0.2,Poinsett,-,-,-,-,-,-,-,-,-,-,-,-,,35.68,-90.53,35.68,-90.53,1,,11,Unmodified
20020517.5.2,Summary,2002-05-17,07:30:00,3,Arkansas,-,-,1,0,2,150,1,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.43,-92.72,34.45,-92.7,1,,110,Unmodified
20020605.5.3,Summary,2002-06-05,19:10:00,3,Arkansas,-,-,0,0,0,25,3,Poinsett,-,-,-,-,-,-,-,-,-,-,-,$0.01,,35.47,-90.38,35.47,-90.35,1,,156,Unmodified
20020714.5.4,Summary,2002-07-14,12:45:00,3,Arkansas,-,-,0,0,0,50,1.5,Pulaski,-,-,-,-,-,-,-,-,-,-,-,-,,34.88,-92.53,34.87,-92.57,1,,219,Unmodified
20021109.47.8,Summary,2002-11-09,22:05:00,3,Arkansas,Tennessee,-,2,0,1,440,50.6,Cross,Crittenden,Mississippi,Tipton,-,-,-,-,-,-,-,-,$6.63,,35.52,-89.9,35.7,-90.05,2,,904,Unmodified
20021109.47.8,State,2002-11-09,21:15:00,3,Arkansas,,,2,0,1,440,33.6,Cross,Crittenden,Mississippi,-,-,-,-,-,-,-,-,-,$0.64,,35.35,-90.53,35.7,-90.05,2,,904,Unmodified
20021109.47.8,State,2002-11-09,22:05:00,3,Tennessee,,,2,0,1,440,17,Tipton,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,35.52,-89.9,35.6,-89.63,2,,904,Unmodified
20021218.5.9,Summary,2002-12-18,15:35:00,3,Arkansas,-,-,3,1,13,150,9.8,Faulkner,-,-,-,-,-,-,-,-,-,-,-,-,,35.1,-92.32,35.2,-92.18,1,,433,Unmodified
20021218.5.11,Summary,2002-12-18,15:50:00,3,Arkansas,-,-,0,0,0,25,0.1,Hot Spring,-,-,-,-,-,-,-,-,-,-,-,-,,34.35,-93.33,34.35,-93.33,1,,435,Unmodified
20021218.5.33,Summary,2002-12-18,15:50:00,3,Arkansas,-,-,1,0,0,100,9.1,Faulkner,White,-,-,-,-,-,-,-,-,-,-,-,,35.2,-92.15,35.28,-92.03,1,,457,Unmodified
20021218.22.31,Summary,2002-12-18,15:55:00,3,Louisiana,Arkansas,-,2,0,0,110,20.2,Union,Union,-,-,-,-,-,-,-,-,-,-,<$50,,32.88,-92.53,33.02,-92.47,2,,394,Unmodified
20021218.22.31,State,2002-12-18,15:55:00,3,Louisiana,,,2,0,0,110,16.2,Union,-,-,-,-,-,-,-,-,-,-,-,<$50,,32.88,-92.53,33,-92.4,2,,394,Unmodified
20021218.22.31,State,2002-12-18,16:11:00,3,Arkansas,,,1,0,0,50,4,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.03,-92.4,33.02,-92.47,2,,394,Unmodified
20021218.5.34,Summary,2002-12-18,16:05:00,3,Arkansas,-,-,0,0,0,25,4,White,Cleburne,-,-,-,-,-,-,-,-,-,-,-,,35.35,-91.92,35.37,-91.87,1,,459,Unmodified
20021218.5.10,Summary,2002-12-18,16:08:00,3,Arkansas,-,-,0,0,0,25,0.5,Saline,-,-,-,-,-,-,-,-,-,-,-,-,,34.62,-92.77,34.62,-92.77,1,,434,Unmodified
20021218.5.35,Summary,2002-12-18,16:55:00,3,Arkansas,-,-,0,0,0,50,1,Ashley,-,-,-,-,-,-,-,-,-,-,-,$0.03,,33.22,-91.95,33.22,-91.95,1,,462,Unmodified
20021218.5.12,Summary,2002-12-18,16:56:00,3,Arkansas,-,-,0,0,0,30,2.2,Independence,-,-,-,-,-,-,-,-,-,-,-,-,,35.7,-91.4,35.75,-91.4,1,,436,Unmodified
20021218.5.13,Summary,2002-12-18,17:05:00,3,Arkansas,-,-,0,0,0,40,5.5,Lonoke,-,-,-,-,-,-,-,-,-,-,-,-,,34.58,-91.93,34.63,-91.87,1,,437,Unmodified
20021218.5.6,Summary,2002-12-18,17:10:00,3,Arkansas,-,-,0,0,0,25,1.1,Union,-,-,-,-,-,-,-,-,-,-,-,-,,33.02,-92.2,33.02,-92.18,1,,392,Unmodified
20021218.5.14,Summary,2002-12-18,17:23:00,3,Arkansas,-,-,0,0,0,30,1,Drew,-,-,-,-,-,-,-,-,-,-,-,-,,33.48,-91.7,33.5,-91.68,1,,438,Unmodified
20021218.5.15,Summary,2002-12-18,17:32:00,3,Arkansas,-,-,0,0,0,75,2,Prairie,-,-,-,-,-,-,-,-,-,-,-,-,,34.77,-91.55,34.8,-91.53,1,,439,Unmodified
